window_id,review_id,prediction_event_id,peak_seconds,selected_mode,temporal_match,reference_event_id,reference_seconds,phase_basis,time_error_seconds,strict_visible_phase,contributor_count,all_contributors_direct,any_temperature_interpolated,any_same_image_anatomical_review,all_contributors_have_correct_anatomical_reference,raw_direct_contributors,raw_inferred_contributors,temperature_interpolated_contributors,modified_temperature_contributors,fused_interpolated_contributors
jiufu_7cb985938d0a6a_first30,R3-02,p257,29.540229885057474,left,FP,,,,,True,3,True,False,False,False,3,0,0,0,0
jiufu_0d1522aef374ec_first30,R3-05,p15,1.7241379310344829,right,FP,,,,,True,3,True,False,False,False,3,0,0,0,0
jiufu_0d1522aef374ec_first30,R3-05,p27,3.1034482758620694,right,TP,18ba1a1d-6029-44fa-a291-a2444a1f02e4,2.942,visible_expiration,0.16144827586206922,True,3,True,False,False,False,3,0,0,0,0
jiufu_0d1522aef374ec_first30,R3-05,p63,7.241379310344828,right,TP,678c6d42-c2fe-47e2-b226-a30fd746ccfa,7.172,visible_expiration,0.06937931034482858,True,3,True,False,False,False,3,0,0,0,0
jiufu_0d1522aef374ec_first30,R3-05,p74,8.505747126436782,right,TP,946d4c71-8e8a-4118-be82-5e530fa3adaa,8.558,visible_expiration,0.052252873563217506,True,3,True,False,False,False,3,0,0,0,0
jiufu_0d1522aef374ec_first30,R3-05,p90,10.344827586206897,right,TP,0eba2c8d-c702-4515-8d9e-e233bff5f33b,10.242,visible_expiration,0.10282758620689592,True,3,True,False,False,False,3,0,0,0,0
jiufu_0d1522aef374ec_first30,R3-05,p104,11.954022988505749,right,TP,15b814f8-866e-4d69-abc8-a901aa78aaff,11.833,visible_expiration,0.12102298850574833,True,3,True,False,False,False,3,0,0,0,0
jiufu_0d1522aef374ec_first30,R3-05,p140,16.091954022988507,right,FP,,,,,True,3,True,False,False,False,3,0,0,0,0
jiufu_0d1522aef374ec_first30,R3-05,p149,17.126436781609197,right,TP,f080a0be-f1e5-4aa5-8a40-efa6d677e898,17.418,visible_expiration,0.29156321839080235,True,3,True,False,False,False,3,0,0,0,0
jiufu_0d1522aef374ec_first30,R3-05,p166,19.080459770114945,right,TP,4af8a065-ae70-4f9a-b889-ba1aff43ed6a,19.018,visible_expiration,0.062459770114944746,True,3,True,False,False,False,3,0,0,0,0
jiufu_0d1522aef374ec_first30,R3-05,p182,20.919540229885055,right,TP,9c1da8b5-a9ae-44d0-8f13-6164658a31b2,20.62,visible_expiration,0.2995402298850536,True,3,True,False,False,False,3,0,0,0,0
jiufu_0d1522aef374ec_first30,R3-05,p195,22.41379310344828,right,TP,5b4c93da-e9a8-4b95-bfa2-5c2d64657186,22.315,visible_expiration,0.09879310344827985,True,3,True,False,False,False,3,0,0,0,0
jiufu_0d1522aef374ec_first30,R3-05,p211,24.252873563218397,right,TP,7a67db44-419e-407e-8dc3-a3d4dbe02a13,24.033,visible_expiration,0.21987356321839613,True,3,True,False,False,False,3,0,0,0,0
jiufu_0d1522aef374ec_first30,R3-05,p234,26.89655172413793,right,TP,15d03c22-ed87-4768-a6e3-21d6bb092b5d,27.113,visible_expiration,0.21644827586207072,True,3,True,False,False,False,3,0,0,0,0
jiufu_0d1522aef374ec_first30,R3-05,p257,29.540229885057474,right,FP,,,,,True,3,True,False,False,False,3,0,0,0,0
jiufu_440a29cebcae1c_first30,R3-09,p20,2.298850574712644,left,FP,,,,,True,3,True,False,False,False,3,0,0,0,0
jiufu_440a29cebcae1c_first30,R3-09,p35,4.022988505747127,left,TP,d07fdcee-bfa6-47ce-88c6-21880b5f1d82,4.073,visible_expiration,0.05001149425287377,True,3,True,False,False,False,3,0,0,0,0
jiufu_440a29cebcae1c_first30,R3-09,p53,6.0919540229885065,left,FP,,,,,True,3,False,True,False,False,1,0,2,0,0
jiufu_440a29cebcae1c_first30,R3-09,p128,14.71264367816092,left,FP,,,,,True,3,True,False,False,False,3,0,0,0,0
jiufu_440a29cebcae1c_first30,R3-09,p157,18.04597701149425,left,FP,,,,,True,3,False,True,False,False,1,0,2,0,0
jiufu_440a29cebcae1c_first30,R3-09,p173,19.885057471264368,left,FP,,,,,True,3,True,False,True,False,3,0,0,0,0
jiufu_440a29cebcae1c_first30,R3-09,p188,21.60919540229885,left,FP,,,,,True,3,False,False,False,False,2,1,0,0,0
jiufu_440a29cebcae1c_first30,R3-09,p193,22.183908045977013,left,TP,043a1e3b-66f1-4c20-ab2d-07425175fc7d,21.955,visible_expiration,0.22890804597701475,True,3,False,True,False,False,2,0,1,0,0
jiufu_440a29cebcae1c_first30,R3-09,p208,23.908045977011497,left,FP,,,,,True,3,True,False,False,False,3,0,0,0,0
jiufu_440a29cebcae1c_first30,R3-09,p219,25.17241379310345,left,TP,34e81c65-bd2f-4029-a015-393db27d72aa,25.378,visible_expiration,0.20558620689655172,True,3,False,False,False,False,2,1,0,0,0
jiufu_440a29cebcae1c_first30,R3-09,p239,27.471264367816094,left,TP,45c6fbff-878e-44cb-91dc-db040f836b64,27.648,visible_expiration,0.17673563218390598,True,3,False,False,False,False,2,1,0,0,0
jiufu_f920435ef76ec4_first30,R3-10,p7,0.8045977011494253,right,TP,d3d548a8-8501-4686-a7db-6ec7cdc251e9,1.075,visible_expiration,0.27040229885057465,True,3,True,False,False,False,3,0,0,0,0
jiufu_f920435ef76ec4_first30,R3-10,p15,1.7241379310344829,right,FP,,,,,True,3,False,True,False,False,1,0,2,0,0
jiufu_f920435ef76ec4_first30,R3-10,p69,7.931034482758621,right,TP,09a5dfd1-5d67-43c0-91f9-7119f0b1c633,7.978,visible_expiration,0.04696551724137876,True,3,True,False,False,False,3,0,0,0,0
jiufu_f920435ef76ec4_first30,R3-10,p101,11.609195402298852,right,FP,,,,,True,3,False,True,False,False,0,1,2,0,0
jiufu_f920435ef76ec4_first30,R3-10,p168,19.31034482758621,right,FP,,,,,True,3,False,True,False,False,1,0,2,0,0
jiufu_f920435ef76ec4_first30,R3-10,p178,20.45977011494253,right,TP,ea6499c7-25dd-49cb-b665-1c702ea63c6a,20.523,visible_expiration,0.06322988505747063,True,3,False,True,False,False,2,0,1,0,0
jiufu_f920435ef76ec4_first30,R3-10,p203,23.333333333333336,right,FP,,,,,True,3,True,False,False,False,3,0,0,0,0
jiufu_f920435ef76ec4_first30,R3-10,p215,24.712643678160923,right,TP,9c43e56e-edc8-467c-9bb9-94bd864f0986,24.972,visible_expiration,0.2593563218390784,True,3,False,False,False,False,2,1,0,0,0
jiufu_bd77cfa7950eaa_first30,R3-22,p35,4.022988505747127,min,TP,cfdc757a-228b-4e75-88e8-8cfbd67c45ff,3.877,thermal_extremum_only,0.14598850574712685,False,3,True,False,False,False,3,0,0,0,0
jiufu_bd77cfa7950eaa_first30,R3-22,p51,5.862068965517242,min,TP,0b273f67-64fe-4e5c-aa3c-ab428d6ef04e,5.587,thermal_extremum_only,0.27506896551724225,False,3,True,False,False,False,3,0,0,0,0
jiufu_bd77cfa7950eaa_first30,R3-22,p88,10.114942528735632,min,TP,017f4e47-664b-4da1-a62f-70b750382f56,10.333,thermal_extremum_only,0.21805747126436792,False,3,False,True,True,False,2,0,1,0,0
jiufu_bd77cfa7950eaa_first30,R3-22,p101,11.609195402298852,min,TP,7eb34894-5da5-4d08-b1e2-503f9dc5237b,11.733,thermal_extremum_only,0.12380459770114882,False,3,True,False,False,False,3,0,0,0,0
jiufu_bd77cfa7950eaa_first30,R3-22,p112,12.873563218390805,min,TP,83f03499-ddf8-4f41-b655-9bd1e048d66b,13.053,thermal_extremum_only,0.17943678160919596,False,3,False,False,False,False,2,1,0,0,0
jiufu_bd77cfa7950eaa_first30,R3-22,p121,13.908045977011495,min,FP,,,,,False,3,False,True,False,False,0,1,2,0,0
jiufu_bd77cfa7950eaa_first30,R3-22,p140,16.091954022988507,min,TP,49cb0b5a-f877-422a-9029-a7c70c155e45,16.022,thermal_extremum_only,0.06995402298850806,False,3,True,False,False,False,3,0,0,0,0
jiufu_bd77cfa7950eaa_first30,R3-22,p150,17.24137931034483,min,FP,,,,,False,3,True,False,False,False,3,0,0,0,0
jiufu_bd77cfa7950eaa_first30,R3-22,p169,19.42528735632184,min,FP,,,,,False,3,True,False,False,False,3,0,0,0,0
jiufu_bd77cfa7950eaa_first30,R3-22,p178,20.45977011494253,min,FP,,,,,False,3,False,True,False,False,0,1,2,0,0
jiufu_bd77cfa7950eaa_first30,R3-22,p188,21.60919540229885,min,FP,,,,,False,3,True,False,False,False,3,0,0,0,0
jiufu_bd77cfa7950eaa_first30,R3-22,p203,23.333333333333336,min,FP,,,,,False,3,True,False,False,False,3,0,0,0,0
jiufu_bd77cfa7950eaa_first30,R3-22,p222,25.517241379310345,min,FP,,,,,False,3,True,False,False,False,3,0,0,0,0
jiufu_bd77cfa7950eaa_first30,R3-22,p238,27.35632183908046,min,TP,a0573fbd-8cee-4d86-a91f-54a41b3ecafe,27.103,thermal_extremum_only,0.2533218390804599,False,3,False,True,False,False,1,0,2,0,0
jiufu_bd77cfa7950eaa_first30,R3-22,p254,29.195402298850578,min,TP,18f1e68e-b5d6-44b4-8502-c52f75a49c19,29.33,thermal_extremum_only,0.1345977011494206,False,3,True,False,False,False,3,0,0,0,0
jiufu_cc60214ff2d564_first30,R3-23,p48,5.517241379310345,min,FP,,,,,True,3,False,True,False,False,2,0,1,0,0
jiufu_cc60214ff2d564_first30,R3-23,p106,12.183908045977011,min,FP,,,,,True,3,False,True,False,False,0,1,2,0,0
jiufu_cc60214ff2d564_first30,R3-23,p123,14.13793103448276,min,TP,5f80bf64-5cf3-4477-b876-082d4b806ec7,14.163,visible_expiration,0.02506896551724047,True,3,False,False,False,False,1,2,0,0,0
jiufu_cc60214ff2d564_first30,R3-23,p141,16.20689655172414,min,FP,,,,,True,3,False,True,False,False,0,1,2,0,0
jiufu_cc60214ff2d564_first30,R3-23,p152,17.471264367816094,min,FP,,,,,True,3,False,True,False,False,0,1,2,0,0
jiufu_cc60214ff2d564_first30,R3-23,p161,18.505747126436784,min,FP,,,,,True,3,False,False,False,False,0,3,0,0,0
jiufu_cc60214ff2d564_first30,R3-23,p205,23.5632183908046,min,FP,,,,,True,3,False,False,False,False,0,3,0,0,0
jiufu_cc60214ff2d564_first30,R3-23,p226,25.977011494252874,min,TP,49f40836-8df5-4a07-b8d1-eaac2071fda8,25.793,visible_expiration,0.184011494252875,True,3,True,False,False,False,3,0,0,0,0
jiufu_cc60214ff2d564_first30,R3-23,p236,27.1264367816092,min,TP,e662289b-48c4-40ae-9323-42ecccc81aa0,27.272,visible_expiration,0.145563218390798,True,3,True,False,False,False,3,0,0,0,0
jiufu_cc60214ff2d564_first30,R3-23,p249,28.620689655172416,min,FP,,,,,True,3,False,True,False,False,0,1,2,0,0
jiufu_55441b4c6fe974_first30,R3-24,p3,0.3448275862068966,min,FP,,,,,True,3,False,False,False,False,0,3,0,0,0
jiufu_55441b4c6fe974_first30,R3-24,p13,1.4942528735632186,min,FP,,,,,True,3,False,True,False,False,0,0,3,0,0
jiufu_55441b4c6fe974_first30,R3-24,p23,2.6436781609195403,min,FP,,,,,True,3,True,False,False,False,3,0,0,0,0
jiufu_55441b4c6fe974_first30,R3-24,p38,4.367816091954023,min,FP,,,,,True,3,True,False,False,False,3,0,0,0,0
jiufu_55441b4c6fe974_first30,R3-24,p57,6.551724137931035,min,FP,,,,,True,3,False,False,False,False,0,3,0,0,0
jiufu_55441b4c6fe974_first30,R3-24,p76,8.735632183908047,min,TP,1ab4fdc3-97cd-47da-a3ca-8e8e8b068a06,8.64,visible_expiration,0.09563218390804629,True,3,True,False,False,False,3,0,0,0,0
jiufu_55441b4c6fe974_first30,R3-24,p93,10.689655172413794,min,TP,d34cb957-1015-4761-9d86-d5fa3b1badb0,10.84,visible_expiration,0.15034482758620626,True,3,True,False,False,False,3,0,0,0,0
jiufu_55441b4c6fe974_first30,R3-24,p111,12.758620689655173,min,TP,14ad08fd-da93-4451-b392-b27b39635227,12.707,visible_expiration,0.05162068965517186,True,3,False,True,False,False,0,2,1,0,0
jiufu_55441b4c6fe974_first30,R3-24,p164,18.85057471264368,min,TP,90b79314-e17b-4552-acd7-6a70b748240d,19.045,visible_expiration,0.1944252873563208,True,3,False,False,False,False,0,3,0,0,0
jiufu_55441b4c6fe974_first30,R3-24,p171,19.655172413793107,min,FP,,,,,True,3,False,False,False,False,0,3,0,0,0
jiufu_55441b4c6fe974_first30,R3-24,p183,21.03448275862069,min,FP,,,,,True,3,True,False,False,False,3,0,0,0,0
jiufu_55441b4c6fe974_first30,R3-24,p196,22.52873563218391,min,TP,fd8a346c-935e-452c-8c68-3ad1b3b6bf87,22.667,visible_expiration,0.13826436781609175,True,3,True,False,False,False,3,0,0,0,0
jiufu_55441b4c6fe974_first30,R3-24,p242,27.81609195402299,min,TP,bf324033-ddfb-4f78-b951-e55720ba2efd,27.703,visible_expiration,0.1130919540229911,True,3,True,False,False,False,3,0,0,0,0
