frame_index,frame_name,left_norm,right_norm,fused_norm,smoothed_norm,is_peak,selected_mode
0,bs210974_frame_000000.jpg,0.6538791980174475,0.9457036686081131,0.9457036686081131,,False,framewise_max
1,bs210974_frame_000001.jpg,0.5111253595698906,0.570705353709683,0.570705353709683,0.6063815363914785,False,framewise_max
2,bs210974_frame_000002.jpg,0.19161321164283932,0.3027355868566395,0.3027355868566395,0.3808760645134549,False,framewise_max
3,bs210974_frame_000003.jpg,0.10427464031728184,0.26918725297404217,0.26918725297404217,0.23411985549282577,False,framewise_max
4,bs210974_frame_000004.jpg,0.04404497415869097,0.13043672664779574,0.13043672664779574,0.16216395773944037,False,framewise_max
5,bs210974_frame_000005.jpg,0.0,0.08686789359648327,0.08686789359648327,0.21581064257450697,False,framewise_max
6,bs210974_frame_000006.jpg,0.430127307479242,0.39749227459856207,0.430127307479242,0.2987997353542851,False,framewise_max
7,bs210974_frame_000007.jpg,0.3794040049871302,0.3457576099539832,0.3794040049871302,0.42872834428626505,False,framewise_max
8,bs210974_frame_000008.jpg,0.40949040058494385,0.47665372039242304,0.47665372039242304,0.4434851459294137,False,framewise_max
9,bs210974_frame_000009.jpg,0.4312664098338269,0.47439771240868794,0.47439771240868794,0.4634742779263712,False,framewise_max
10,bs210974_frame_000010.jpg,0.4393714009780026,0.4189308269510607,0.4393714009780026,0.4475761579328962,False,framewise_max
11,bs210974_frame_000011.jpg,0.42369443763260595,0.42895936041199817,0.42895936041199817,0.4623510122956427,False,framewise_max
12,bs210974_frame_000012.jpg,0.5187222754969273,0.5027055422720517,0.5187222754969273,0.511210938448879,False,framewise_max
13,bs210974_frame_000013.jpg,0.5859511794377118,0.5134473924287436,0.5859511794377118,0.5497927059911647,False,framewise_max
14,bs210974_frame_000014.jpg,0.5447046630388552,0.49171158880169613,0.5447046630388552,0.5442979213850302,False,framewise_max
15,bs210974_frame_000015.jpg,0.5022379216785237,0.4520678195818635,0.5022379216785237,0.5303336479548213,False,framewise_max
16,bs210974_frame_000016.jpg,0.544058359147085,0.36827476507250306,0.544058359147085,0.6289428010817956,False,framewise_max
17,bs210974_frame_000017.jpg,0.8405321224197781,0.7900723046750275,0.8405321224197781,0.7480967232100991,False,framewise_max
18,bs210974_frame_000018.jpg,0.8548578777630603,0.8596996880634343,0.8596996880634343,0.830532498306693,True,framewise_max
19,bs210974_frame_000019.jpg,0.7913656844368665,0.770232579559526,0.7913656844368665,0.7120486942873782,False,framewise_max
20,bs210974_frame_000020.jpg,0.45916233004577867,0.4850807103618338,0.4850807103618338,0.6015328610922024,False,framewise_max
